Year,Meet,Elevation
2018,UNCA CC Invitational,
2017,UNCG Dual Meet Madness,
2018,UNCG Early Bird Duals,
2013,UNCO Tom Benich Classic,
2018,UNCP vs Mt. Olive,
2019,UNCP vs UMO Dual,
2019,UNCW Invitational,
2012,UNCW Seahawk Invitational,
2013,UNCW Seahawk Invitational,
2017,UNCW Seahawk Invitational,
2018,UNCW Seahawk Invitational,
2010,UNCW Seahawk Invitational,
2011,UNCW Seahawk Invitational,
2015,UNF East Region Preview,
2019,UNF Invitational,
2012,UNF North Florida Invitational,
2013,UNF North Florida Invitational,
2011,UNF Osprey Invitational,
2018,UNF Spring Break Invitational,
2016,UNF Spring Break Invitational,
2013,UNF Spring Break Invitational,
2012,UNF Spring Break Invitational,
2011,UNF Spring Break Invitational,
2017,UNF Spring Break Invitational,
2014,UNF Spring Break Invitational,
2010,UNF Spring Break Open,
2016,UNF Twilight,
2016,UNG Cross Country Invitational,
2014,UNH Wildcat Invitational,
2013,UNH Wildcat Invitational,
2012,UNH Wildcat Invitational II,
2010,UNK All Comer,
2011,UNK Charlie Foster Classic,
2014,UNK Charlie Foster Classic,
2012,UNK Charlie Foster Classic,
2013,UNK Charlie Foster Classic,
2017,UNK Charlie Foster Pre-Holiday Classic,
2016,UNK Charlie Foster Pre-Holiday Classic,
2017,UNK Indoor Invitational,
2019,UNK Indoor Invitational,
2016,UNK Indoor Invitational,
2018,UNK Indoor Invitational 2018,
2020,UNK Invitational,
2019,UNK Loper Invitational,
2015,UNK Loper Invitational,
2017,UNK Loper Invitational,
2013,UNK Loper Invitational,
2014,UNK Loper Invitational,
2018,UNK Loper Invitational 2018,
2020,UNK Pre-Holiday Classic,
2014,UNK Pre-Holiday Invitational & Multi,
2013,UNK Pre-Holiday Invitational & Multi,
2015,UNK Pre-Holiday Invitational & Multi,
2010,UNK Pre-Holiday Open,
2012,UNK Pre-Holiday Quad,
2010,UNK Twilight,
2011,UNK-CSC Dual,
2018,UNLV Cross Country Invitational,
2013,UNLV Invitational,
2015,UNLV Randall Cunningham Track Classic,
2015,UNLV Spring Invitational,
2010,UNLV Track & Field Classic,
2014,UNLV Track Classic,
2012,UNLV Track Classic,
2011,UNLV Track Classic,
2014,UNM Cherry and Silver Invitational,
2015,UP Cross Country Championships,
2012,UPR XC Invitational,
2012,UPRB XC Invitational,
2013,UPS Quad Meet,
2014,UPS Quad Meet,
2013,UPS Shotwell Invitational,
2014,UPS Shotwell Invitational,
2010,"UPS vs. L&C, WWU, SPU",
2017,URI Coaches Tribute Invitational,
2013,URI Coaches Tribute Invitational,
2020,URI Coaches Tribute Invitational,
2018,URI Coaches Tribute Meet,
2016,URI Coaches Tribute Meet,
2019,URI Sorlein Invitational,
2020,URI Sorlien Invitational,
2017,URI Sorlien Invitational,
2013,URI Sorlien Memorial Invitational,
2018,URI Sorlien Memorial Invitational,
2012,URI Sorlien Men's Invitational,
2019,URI Tribute to Bill Falk,
2012,URI Tribute to Torpey Invitational,
2014,USA Invitational,
2017,USATF Championships,
2012,USATF Colorado- RMAC Open Championships,
2019,USATF U20 Championships,
2013,USC Gamecock Open,
2020,USC Indoor Open,
2018,USC Open,
2015,USC Open,
2017,USC Open,
2016,USC Open #1,
2016,USC Open #2,
2019,USC Open Indoor,
2010,USC Trojan Invitational,
2013,USC Weems Baskin Invitational,
2013,USD Alumni Meet,
2017,USD Invite,
2013,USD Open,
2015,USD Twilight,
2019,USD Twilight,
2016,USD Twilight,
2017,USD Twilight,
2019,USF Bulls Invitational,
2012,USF Bulls Invitational,
2016,USF Bulls Invitational,
2017,USF Bulls Invitational,
2018,USF Bulls Invitational,
2011,USF Collegiate Invitational,
2016,USF Cross Country Invitational,
2015,USF Invitational,
2016,USF Invitational,
2017,USF Invitational,
2010,USF Open,
2011,USF Open,
2013,USF Open,
2014,USF Open,
2017,USM III,
2020,USM Invite,
2014,USM Invite II,
2018,USM OPEN III,
2015,USM Open III,
2015,USMMA 7-Way Meet,
2013,UST Invite,
2016,UT Arlington Bobby Lane Invitational,
2015,UT Ryan McCall Track Classic,
2014,UT Ryan McCall Track Classic,
2016,UT Track Classic,
2017,UT Tyler Braveheart Invitational,
2019,UT Tyler Braveheart Invitational,
2012,UTA Bobby Lane Invitational,
2013,UTA Bobby Lane Invitational,
2018,UTA Bobby Lane Invitational,
2019,UTC Twilight Cross Country Meet,
2012,UTEP Invitational,
2016,UTEP Springtime 2016,
2012,UTEP Springtime Invitational,
2012,UVU Collegiate Invitational 2012,
2011,UW Husky Classic,
2013,UW Husky Classic,
2014,UW Husky Classic,
2012,UW Husky Classic,
2013,UW Indoor Open,
2014,UW Indoor Open,
2011,UW Indoor Open,
2012,UW Indoor Open,
2010,UW Indoor Open 2010,
2014,UW Indoor Preview,
2010,UW Indoor Preview,
2011,UW Indoor Preview,
2013,UW Indoor Preview,
2012,UW Indoor Preview,
2013,UW Invitational,
2014,UW Invitational,
2016,UW Invitational,
2012,UW Invitational,
2011,UW Ken Shannon Invitational,
2010,UW Ken Shannon Invitational,
2016,UW Open,
2013,UW Parkside Classic,
2017,UW Parkside Classic,
2016,UW Parkside Classic,
2017,UW Parkside Green and White Invite,
2015,UW Parkside Open,
2017,UW Parkside Ranger Opener,
2018,UW Parkside Ranger Relays,
2018,UW Platteville Invitational,
2011,UW River Falls Brooks Classic,
2012,UW Sundodger Cross Country Invitational (College),
2014,UW-La Crosse Ashton May Invitational,
2015,UW-La Crosse Ashton May Invite,
2013,UW-Oshkosh Brooks Invitational,
2011,UW-Parkside Classic Open,
2019,UW-Parkside Fall Finale,
2016,UW-Parkside Green & White Invite,
2016,UW-Parkside Lucian Rosa Invitational,
2015,UW-Parkside Lucian Rosa Invitational - Men,
2017,UW-Parkside Lucian Rosa Open,
2016,UW-Parkside Midwest CC Open,
2015,UW-Parkside Midwest Open - Men,
2016,UW-Parkside Ranger Home Opener,
2012,UW-Parkside Rosa Invitational,
2018,UW-Parkside Vic Godfrey Open,
2017,UW-Parkside Vic Godfrey Open,
2015,UW-Platteville Invitational,
2017,UW-Platteville Invitational,
2019,UW-Platteville Invitational,
2016,UW-Platteville Invitational,
2010,UW-Stout Open,
2016,UW-Whitewater Drake Alternative Meet,
2010,UWL Eagle Open,
2018,UWP Lucian Rosa,
2019,UWP Vic Godfrey Open,
2012,UWRF Brooks Classic,
2012,UWRF Falcon Invite,
2013,Univ of Rochester Alumni Invitational,
2012,Univ of Rochester Alumni Invitational,
2014,Univ of Rochester Alumni Invitational,
2011,Univ of Rochester Alumni Invitational,
2015,Univ of Rochester Alumni Invitational,
2018,Univ. of Akron - College Invitational,
2013,Univ. of Tampa Cross Country Meet,
2019,University of Central Missouri Invite,
2011,University of Central Missouri Invite,
2012,University of Cincinnati Early Bird,
2013,University of Cincinnati Early Bird Relays,
2012,University of Cincinnati Oliver Nickoloff,
2013,University of Cincinnati Oliver Nickoloff Invitational,
2011,University of Colorado Invitational,
2012,University of Colorado Potts Invitational,
2020,University of Colorado Potts Open,
2016,University of Dayton Flyer 5k,
2015,University of Evansville Cross Country Invitational 2015,
2018,University of Evansville Invitational 2018,
2016,University of Georgia Invitational,
2012,University of Hawaii Big Wave Invitational,
2014,University of Hawaii-Hilo XC Invitational,
2012,University of Mary Marauder Open,
2013,University of Massachusetts Invitational,
2014,University of Massachusetts Invitational,
2015,University of Massachusetts Invitational,
2012,University of Massachusetts Spring Meet,
2019,University of Mount Union Homon Invite,
2019,University of Mount Union Wuske Invite,
2012,University of North Dakota Ron Pynn Invitational,
2014,University of Richmond Fred Hardy Invitational,
2018,University of San Diego Invite,
2017,University of San Francisco Invitational,
2017,University of South Alabama Invitational,
2020,University of South Alabama Jaguar Invitational,
2016,University of South Alabama Jaguar Invitational,
2019,University of Southern Indiana Stegemoller Classic,
2012,University of Tampa Early Bird XC,
2014,University of Tennessee Challenge,
2016,University of Tulsa Duels,
2015,University of the Cumberlands Invitational,
2016,University of the Cumberlands Invitational,
2016,Upper Peninsula Cross Country Championships,
2016,Upstate Invitational 2016,
2017,Upstate Invitational 2017,
2018,Upstate Invitational 2018,
2019,Upstate Invitational 2019,
2019,Ursinus College Outdoor Invitational,
2019,Utah Spring Classic,
2018,Utah/Weber State Spring Classic,
2018,Utah/Weber State Spring Classic - Day 1,
2019,Utica College Blue and Orange Invitational & Multi,
2016,Utica College Doris Miga Invitational,
2017,Utica College Pioneer Invitational 3,
2020,VMI Indoor Classic,
2020,VMI Winter Relays,
2018,VMI Winter Relays,
2011,VMI Winter Relays,
2012,VMI-W&L Track & Field Carnival,
2011,VMI-Washington and Lee Track & Field Carnival,
2015,VRoanoke/Virginia Tech Twilight Qualifier,
2009,VS Athletics Beach Invitational (Club/Unattached),
2009,VS Athletics Beach Invitational (Colleges),
2014,VSU Cross Country Opener,
2018,VSU Trojan Invite,
2011,VT Challenge,
2012,VT Final Qualifier,
2013,VT Final Qualifier,
2014,Valdosta State Cross Country Challenge,
2019,Valparaiso Crusader Open,
2016,Vance Butler Invitational,
2015,Vance Butler Invitational,
2011,Vance Butler Invitational,
2010,Vance Butler Invitational,
2013,Vance Butler Invite,
2014,Vanderbilt Black & Gold Invitational,
2018,Vanderbilt Black and Gold,
2012,Vanderbilt Classic,
2018,Vanderbilt Indoor Opener,
2012,Vanderbilt Invitational,
2011,Vanderbilt Invitational,
2016,Vanderbilt Invitational,
2018,Vanderbilt Invitational,
2017,Vermont Tech Invitational,
2019,Victor Ice Breaker Duals,
2016,Victor Ice Breaker Duals,
2020,Victor Ice Breaker Duals,
2018,Victor Ice-Breaker Duals,
2017,Victor Lopez Classic,
2018,Victor Lopez Classic,
2019,Viking Olympics,
2016,Viking Olympics,
2015,Viking Olympics,
2019,Villanova Invitational,
2018,Villanova Invitational,
2017,Villanova Open,
2010,Vince Brown Invitational,
2019,Vince Brown Invitational,
2020,Vince Brown Invitational,
2011,Vince Brown Invitational,
2016,Vince Brown Invitational,
2012,Vince Brown Invitational,
2015,Vince Brown Invitational,
2014,Vince Brown Invitational,
2013,Vincennes University - Bill Smith Open,
2012,Virginia Challenge,
2019,Virginia Challenge,
2014,Virginia Challenge,
2015,Virginia Tech Alumni Invitational,
2018,Virginia Tech Alumni Invitational,
2013,Virginia Tech Alumni Invite,
2013,Virginia Tech Challenge,
2017,Virginia Tech Challenge,
2015,Virginia Tech Challenge,
2016,Virginia Tech Challenge,
2017,Virginia Tech Invitational,
2019,Virginia Tech Invitational,
2018,Virginia Tech Invitational,
2016,Virginia Tech Invitational,
2011,Virginia Tech/Roanoke Twilight,
2012,Vulcan Invitational,
2015,W&L Carnival,
2019,W&L Track & Field Carnival,
2018,W&L Track & Field Carnival,
2013,W&L Track & Field Carnival,
2010,W&L Track & Field Carnival,
2014,W&L Track Carnival,
2019,WAC Outdoor Track and Field Championships,
2018,WAC XC Championships,
2012,WALT DISNEY WORLD Cross Country Classic (College/Open),
2014,WAR 7 - NW Scoring Clash,
2012,WCC Preview,
2016,WCU Invitational,
2017,WCU Invitational,
2017,WILLIE LASTER INVITATIONAL,
2017,WJC Darrel Gourley Open,
2014,WKU Hilltopper Relays,
2014,WSC Classic,
2011,WSC- GHS Combined Invitational,
2012,WSC-GHS Combined Invitational,
2013,WSCU vs Metro,
2013,WSCU/GHS Combined Invitational,
2013,WSSU Collegiate Invitational,
2012,WSSU Collegiate Invitational,
2019,WSU Cougar Indoor,
2015,WSU Cougar Indoor - Invited Teams,
2018,WT Classic & Multi,
2019,WT Classic & Multi,
2017,WT Classic and Multi,
2012,WVIAC Cross Country Championships,
2012,WVIAC Track & Field Championships,
2011,WVIAC Track & Field Championships,
2013,WVIAC Track & Field Championships,
2011,WVU Blue/Gold,
2018,WVU Open,
2020,WVU Open,
2017,WVU Open,
2011,WVU State Farm Games,
2011,WWU Not-So-Twilite Track & Field Meet,
2018,WWU Quad Team Meet,
2019,WWU Ralph Vernacchia Invitational,
2019,WWU Team Invitational,
2013,WWU Twilight Track & Field Meet,
2010,WWU Twilite Track & Field Meet,
2012,WWU Twilite Track & Field Meet,
2013,Wabash Robert H. Johnson Little Giant Invitational,
2013,Wagner Invitational,
2014,Wagon Wheel Dual,
2013,Wagonwheel Dual Meet,
2015,Wake Forest Invitational,
2019,Wake Forest Invitational,
2014,Wake Forest Invitational,
2017,Wake Forest Invitational,
2018,Wake Forest Invitational,
2016,Wake Forest Invitational,
2015,Wake Forest Open,
2010,Wake Forest Open,
2012,Wake Forest Open,
2016,Wake Forest Open,
2011,Wake Forest Open,
2014,Walsh 5k,
2018,Walsh Cavaliers Invitational,
2014,Walsh Invitational,
2016,Walsh Univ. Invitational,
2015,Walsh University Invitational,
2019,Walsh University Invitational,
2017,Walsh University Invitational,
2012,Walt Disney World Invitational,
2013,Walt Disney World Invitational,
2014,Walt Disney World Track & Field Open (College/Una/Club),
2014,Walt Disney World Track & Field Open (High Schools),
2019,War Eagle Invitational 2019,
2019,War Hawk Classic,
2014,War Hawk Classic,
2018,Warner Pacific XC Classic,
2019,Warren Bowlus,
2018,Warren Bowlus Invite,
2015,Warren Bowlus Multi & Open,
2016,Warren Bowlus Multi & Open,
2017,Warren Bowlus Multi & Open,
2016,Warrior Challenge,
2019,Warrior Challenge,
2018,Warrior Challenge,
2019,Warrior Last Chance Meet,
2018,Warrior Last Chance Open,
2012,Warrior Open,
2017,Wash U Invitational  Mar 31 -,
2013,Wash U Invite,
2016,Wash U Invite,
2013,Washington & Jefferson Invitational,
2014,Washington Open,
2012,Washington University Invite,
2010,Washington University Invite,
2011,Washington University Invite,
2014,Washington University Invite,
2019,Washington University St. Louis Invite,
2015,Washington University of St. Louis Invitational,
2010,Washington and Lee Track & Field Carnival,
2020,Weber State Indoor Invitational,
2019,Weber State Indoor Invitational,
2019,Weber State Spring Classic,
2018,Weber State Winter Open,
2020,Weber State Winter Open,
2019,Weber State Winter Open  Nov 30 -,
2017,Weems Baskin Invitational,
2018,Weems Baskin Relays,
2020,Wendy's / Pittsburg State Invitational,
2019,Wendy's Seahawk Invitational,
2017,Wes Kittley Invitational,
2013,Wesleyan Invitational #3,
2016,Wesleyan Spring Break T& F Invitational,
2015,Wesleyan Spring Break T& F Invitational,
2016,Wesleyan T&F Invitational 2,
2017,Wesleyan University Invitational,
2017,Wesleyan University Spring Classic,
2015,West Coast Last Chance Meet,
2017,West Point Twilight,
2017,"West Texas A&M ""Last Chance""",
2014,West Texas A&M Buffalo Stampede,
2012,West Texas A&M Classic,
2014,West Texas A&M Classic,
2016,West Texas A&M Classic and Multi,
2015,West Texas A&M Classic and Multi,
2018,West Texas A&M Invitational,
2017,West Texas A&M Invitational (April 23rd),
2019,West Texas A&M Last Chance,
2018,West Texas A&M Last Chance,
2012,West Texas A&M Open,
2014,West Texas A&M Open,
2013,West Texas A&M Springbreak Classic,
2015,West Texas A&M Twilight,
2013,West Texas Open and Multi,
2018,Western Alumni Open,
2019,Western Athletic Conference XC Championships,
2012,Western Carolina University Invitational,
2019,Western Colorado Alumni Open,
2020,Western Colorado Alumni Open,
2020,Western Colorado Open,
2018,Western Oklahoma Showcase,
2014,Western Open Cross Country,
2015,Western Opener,
2016,Western Oregon vs Concordia (Ore.),
2017,Western State Alumni Open,
2016,Western State Alumni Open,
2015,Western State Alumni Open,
2017,Western State Open,
2016,Western State Open,
2017,Western State/ Gunnison High School Combined Invitational,
2016,Western State/ Gunnison High School Combined Invitational,
2012,Westfield State Gravel Classic,
2014,Westminster Academy Collegiate Invitational,
2015,Westminster Invitational 2015,
2016,Westminster Invitational 2016,
2017,Westminster Invitational 2017,
2018,Westminster Invitational 2018,
2019,Westminster Invitational 2019,
2012,Westmont Sunshine Indoor Open and Multi-Event,
2014,Wheaton Don Church Twilight,
2017,Wheaton Gil Dodds Invitational,
2018,Wheaton Gil Dodds Invitational,
2010,Wheaton Invitational,
2014,Wheaton Invitational,
2019,Wichita State College Invitational,
2012,Wichita State Herm Wilson Invitational,
2018,Wichita State JK Gold Classic - College/University,
2017,Wichita State JK Gold Classic Non Division 1 Meet,
2018,Wichita State JK Gold Classic Non-Division 1 Meet,
2019,Wichita State KT Woodman Classic,
2018,Wichita State KT Woodman Classic,
2017,Wichita State KT Woodman Classic,
2015,Wichita State KT Woodman Classic,
2016,Wichita State KT Woodman Classic,
2015,Wichita State Shocker Open,
2016,Wichita State Shocker Prelude,
2018,Wichita State Shocker Prelude,
2020,Wichita State Shocker Prelude,
2017,Wichita State Shocker Prelude,
2017,Widener Invitational,
2018,Widener Invitational,
2013,Wildcat Classic,
2018,Wildcat Classic,
2013,Wildcat Invitational,
2014,Wildcat Invitational,
2012,Wildcat Invitational,
2012,Wildcat Invite,
2018,Wildcat Open,
2013,Wildcat Open,
2016,Wildcat Open,
2014,Wildcat Open,
2012,Wiley Wilson Memorial,
2013,Will Wilson Citadel Invitational,
2014,Will Wilson Citadel Invitational,
2015,Will Wilson Invitational 2015,
2014,Willamette Invitational,
2017,Willamette Opener,
2018,Willamette Opener,
2014,Willamette Opener,
2018,William Jewell Darrel Gourley,
2019,William Jewell Darryl Gourley Invite,
2013,Willie Williams Classic (College/Open),
2014,Willie Williams Classic (College/Open),
2012,Wilmington College Fall Classic,
2013,Wilmington College Fall Classic #JennaStrong,
2013,Wilmington Wildcat XC Invitational,
2014,Wingate Bulldog Stampede,
2015,Wingate Bulldog Stampede,
2017,Wingate Invitational,
2019,Wingate University Bulldog Stampede,
2012,Wingate University Bulldog Stampede,
2016,Wingate University Invitational,
2019,Wingfoot XC Classic,
2011,Winona Easter Invitational,
2016,Winston-Salem D2 Invitational (Meet of Awesomeness),
2015,Winston-Salem State Open,
2014,Winston-Salem State Open,
2013,Winston-Salem State Open,
2019,Winter Relays 2019,
2018,Winthrop Adidas University Invitational,
2016,Winthrop/Adidas 33rd Invitational,
2013,Winthrop/Adidas Cross Country Invitational,
2017,Wisconsin Mayflower Day Open,
2018,Wisconsin Pre Nationals,
2014,Wisconsin adidas Invitational,
2013,Wofford Invitational,
2016,Wolfpack Last Chance,
2013,Woody Greeno College Division,
2017,Woody Greeno/Jay Dirksen College Division,
2018,Woody Greeno/Jay Dirksen Invitational,
